sample_id,speaker_id,text,text_rank,source_file_id,reference_file_id,source_wav,reference_wav,target_emotion,model_variant,intensity_mode,alpha,intensity_control,style_beta,rank_intensity,rank_src,rank_ref,rank_gap,speaker_cosine,speaker_ref_cosine,generated_wav,pair_type,emotion_acc,emotion_conf,emotion_ref_cosine,emotion_src_cosine,predicted_emotion,epoch
spk14_txt022_happy,14,And what are doves. And what are doves.,22,0014_000022,0014_000722,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000022.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000722.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.5651676058769226,0.3691118657588959,,same_speaker_same_text,0.0,0.0001388522505294,-0.2199552506208419,0.0264177098870277,sad,00025
spk14_txt022_sad,14,And what are doves. And what are doves.,22,0014_000022,0014_001072,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000022.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001072.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.6702976226806641,0.7485023736953735,,same_speaker_same_text,1.0,0.9994530081748962,0.9988343119621276,0.0755985379219055,sad,00025
spk14_txt022_surprise,14,And what are doves. And what are doves.,22,0014_000022,0014_001422,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000022.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001422.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.5777987837791443,0.5384658575057983,,same_speaker_same_text,0.0,9.350339678348972e-05,-0.2320298999547958,0.0878475904464721,sad,00025
spk14_txt023_angry,14,I thought you meant how old are you?,23,0014_000023,0014_000373,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000023.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Angry/0014_000373.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.7538418769836426,0.7120636701583862,,same_speaker_same_text,0.0,0.0001318898430326,-0.4647636115550995,0.964142918586731,neutral,00025
spk14_txt023_happy,14,I thought you meant how old are you?,23,0014_000023,0014_000723,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000023.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000723.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.750307023525238,0.6082234978675842,,same_speaker_same_text,0.0,9.585039515513928e-05,-0.2936367690563202,0.09534902125597,sad,00025
spk14_txt023_sad,14,I thought you meant how old are you?,23,0014_000023,0014_001073,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000023.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001073.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.7345185875892639,0.7139334678649902,,same_speaker_same_text,1.0,0.9994493126869202,0.9994937777519226,-0.0300699416548013,sad,00025
spk14_txt023_surprise,14,I thought you meant how old are you?,23,0014_000023,0014_001423,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000023.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001423.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7431435585021973,0.6534998416900635,,same_speaker_same_text,0.0,5.705955118173733e-05,-0.444211483001709,0.1638839095830917,sad,00025
spk14_txt025_angry,14,She is now choosing skirt to wear.,25,0014_000025,0014_000375,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000025.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Angry/0014_000375.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.7802140712738037,0.7913724184036255,,same_speaker_same_text,0.0,0.0001045832177624,-0.4781685769557953,0.5608649253845215,sad,00025
spk14_txt025_happy,14,She is now choosing skirt to wear.,25,0014_000025,0014_000725,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000025.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000725.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.8192698955535889,0.8673294186592102,,same_speaker_same_text,0.0,0.0001730511139612,-0.2983949184417724,0.0890301913022995,sad,00025
spk14_txt025_sad,14,She is now choosing skirt to wear.,25,0014_000025,0014_001075,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000025.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001075.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.8450567722320557,0.8036420941352844,,same_speaker_same_text,1.0,0.9994496703147888,0.9994418025016784,0.1021273434162139,sad,00025
spk14_txt025_surprise,14,She is now choosing skirt to wear.,25,0014_000025,0014_001425,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000025.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001425.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7829835414886475,0.6690514087677002,,same_speaker_same_text,0.0,4.741884913528338e-05,-0.5838271975517273,0.953749418258667,neutral,00025
spk14_txt027_angry,14,Monster made a deep bow.,27,0014_000027,0014_000377,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000027.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Angry/0014_000377.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.7552642822265625,0.710182249546051,,same_speaker_same_text,0.0,0.0001248599000973,-0.271546870470047,0.07493407279253,sad,00025
spk14_txt027_happy,14,Monster made a deep bow.,27,0014_000027,0014_000727,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000027.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000727.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.7295214533805847,0.7661852836608887,,same_speaker_same_text,0.0,0.0002267891104565,-0.593824565410614,0.6640187501907349,sad,00025
spk14_txt027_sad,14,Monster made a deep bow.,27,0014_000027,0014_001077,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000027.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001077.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.7765042185783386,0.8328865766525269,,same_speaker_same_text,1.0,0.9994507431983948,0.9986613988876344,0.031210858374834,sad,00025
spk14_txt027_surprise,14,Monster made a deep bow.,27,0014_000027,0014_001427,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000027.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001427.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7140436172485352,0.6195499300956726,,same_speaker_same_text,0.0,8.096363308141008e-05,-0.3488454818725586,0.0871874615550041,sad,00025
spk14_txt029_angry,14,Rat came and replied on the leaves.,29,0014_000029,0014_000379,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000029.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Angry/0014_000379.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.7642816305160522,0.7675039172172546,,same_speaker_same_text,0.0,0.0001030959901981,-0.385127305984497,0.9901643991470336,neutral,00025
spk14_txt029_happy,14,Rat came and replied on the leaves.,29,0014_000029,0014_000729,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000029.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000729.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.7243817448616028,0.7587020397186279,,same_speaker_same_text,0.0,0.0024415471125394,0.024236561730504,-0.1872535049915313,sad,00025
spk14_txt029_sad,14,Rat came and replied on the leaves.,29,0014_000029,0014_001079,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000029.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001079.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.7630753517150879,0.8137229681015015,,same_speaker_same_text,1.0,0.9994412064552308,0.9996774792671204,-0.0093205319717526,sad,00025
spk14_txt029_surprise,14,Rat came and replied on the leaves.,29,0014_000029,0014_001429,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000029.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001429.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7084351778030396,0.7128007411956787,,same_speaker_same_text,0.0,0.0002547504554968,-0.2835573554039001,0.0631503611803054,happy,00025
spk14_txt030_angry,14,Must a name mean something?,30,0014_000030,0014_000380,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000030.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Angry/0014_000380.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.7998171448707581,0.7584973573684692,,same_speaker_same_text,0.0,0.000114447553642,-0.5620889663696289,0.9901018142700196,sad,00025
spk14_txt030_happy,14,Must a name mean something?,30,0014_000030,0014_000730,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000030.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000730.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.8054230213165283,0.6573850512504578,,same_speaker_same_text,0.0,0.0165180936455726,0.39366215467453,0.4271887838840484,sad,00025
spk14_txt030_sad,14,Must a name mean something?,30,0014_000030,0014_001080,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000030.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001080.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.801468551158905,0.7424588203430176,,same_speaker_same_text,1.0,0.9994344115257264,0.9995295405387878,0.7452365159988403,sad,00025
spk14_txt030_surprise,14,Must a name mean something?,30,0014_000030,0014_001430,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000030.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001430.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7940434813499451,0.7242599725723267,,same_speaker_same_text,0.0,0.0001299796131206,-0.4525480270385742,0.9392702579498292,sad,00025
spk14_txt033_angry,14,This used to be Jerry's occupation.,33,0014_000033,0014_000383,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000033.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Angry/0014_000383.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.7496420741081238,0.7525427341461182,,same_speaker_same_text,0.0,0.0001048379563144,-0.407288134098053,0.9887449741363524,neutral,00025
spk14_txt033_happy,14,This used to be Jerry's occupation.,33,0014_000033,0014_000733,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000033.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Happy/0014_000733.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.761350154876709,0.669191300868988,,same_speaker_same_text,0.0,0.000263631605776,-0.1809058487415313,-0.1479392349720001,sad,00025
spk14_txt033_sad,14,This used to be Jerry's occupation.,33,0014_000033,0014_001083,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000033.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Sad/0014_001083.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.8215674161911011,0.8248858451843262,,same_speaker_same_text,1.0,0.9994481205940248,0.999303698539734,-0.0574639625847339,sad,00025
spk14_txt033_surprise,14,This used to be Jerry's occupation.,33,0014_000033,0014_001433,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Neutral/0014_000033.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0014/Surprise/0014_001433.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7350265979766846,0.5881859660148621,,same_speaker_same_text,0.0,0.0002584318863227,-0.0597766600549221,-0.1404617428779602,happy,00025
spk15_txt003_angry,15,That I owe my thanks to you.,3,0015_000003,0015_000353,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000003.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Angry/0015_000353.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.8654695749282837,0.8814395666122437,,same_speaker_same_text,0.0,9.737360960571095e-05,-0.0239642299711704,0.0119243469089269,sad,00025
spk15_txt003_happy,15,That I owe my thanks to you.,3,0015_000003,0015_000703,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000003.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Happy/0015_000703.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.872262716293335,0.8242941498756409,,same_speaker_same_text,0.0,0.0007056584581732,-0.2679615616798401,0.5875218510627747,sad,00025
spk15_txt003_sad,15,That I owe my thanks to you.,3,0015_000003,0015_001053,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000003.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Sad/0015_001053.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.8725262880325317,0.8549294471740723,,same_speaker_same_text,1.0,0.9994320273399352,0.9980306029319764,-0.0371003039181232,sad,00025
spk15_txt003_surprise,15,That I owe my thanks to you.,3,0015_000003,0015_001403,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000003.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Surprise/0015_001403.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.8448506593704224,0.7133834362030029,,same_speaker_same_text,0.0,6.561334157595411e-05,-0.4146115779876709,0.0589222535490989,sad,00025
spk15_txt004_angry,15,They went up to the dark mass job had pointed out.,4,0015_000004,0015_000354,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000004.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Angry/0015_000354.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.8389081954956055,0.8197492361068726,,same_speaker_same_text,0.0,0.0002247938100481,-0.2419091165065765,-0.1886669695377349,sad,00025
spk15_txt004_happy,15,They went up to the dark mass job had pointed out.,4,0015_000004,0015_000704,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000004.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Happy/0015_000704.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.8135862946510315,0.8542368412017822,,same_speaker_same_text,0.0,0.0002417994110146,-0.2443114668130874,-0.1537443250417709,sad,00025
spk15_txt004_sad,15,They went up to the dark mass job had pointed out.,4,0015_000004,0015_001054,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000004.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Sad/0015_001054.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.8245927095413208,0.8739851713180542,,same_speaker_same_text,1.0,0.999417781829834,0.9988673329353333,-0.1177737116813659,sad,00025
spk15_txt004_surprise,15,They went up to the dark mass job had pointed out.,4,0015_000004,0015_001404,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000004.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Surprise/0015_001404.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.8239759206771851,0.7879196405410767,,same_speaker_same_text,0.0,0.0001770753005985,-0.0660755783319473,-0.2036053240299224,sad,00025
spk15_txt005_angry,15,Clear than clear water!,5,0015_000005,0015_000355,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000005.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Angry/0015_000355.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.6652505993843079,0.5696328282356262,,same_speaker_same_text,0.0,0.001042548334226,-0.0377210564911365,-0.3608016967773437,happy,00025
spk15_txt005_happy,15,Clear than clear water!,5,0015_000005,0015_000705,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000005.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Happy/0015_000705.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.7291533350944519,0.7775433659553528,,same_speaker_same_text,1.0,0.9989118576049804,0.9981350302696228,-0.2658592462539673,happy,00025
spk15_txt005_sad,15,Clear than clear water!,5,0015_000005,0015_001055,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000005.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Sad/0015_001055.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.7343243956565857,0.763378381729126,,same_speaker_same_text,1.0,0.9994202852249146,0.999169945716858,-0.130782276391983,sad,00025
spk15_txt005_surprise,15,Clear than clear water!,5,0015_000005,0015_001405,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000005.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Surprise/0015_001405.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.6561060547828674,0.6029080152511597,,same_speaker_same_text,0.0,0.0004235454834997,-0.1372435390949249,-0.3194800913333893,happy,00025
spk15_txt007_angry,15,I'm as bad as I can be.,7,0015_000007,0015_000357,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Angry/0015_000357.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.8234706521034241,0.7619539499282837,,same_speaker_same_text,0.0,0.0016989866271615,-0.3616709113121032,0.5445881485939026,happy,00025
spk15_txt007_happy,15,I'm as bad as I can be.,7,0015_000007,0015_000707,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Happy/0015_000707.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.8249330520629883,0.8284941911697388,,same_speaker_same_text,0.0,0.0002575224789325,-0.2635653913021087,0.9756402969360352,neutral,00025
spk15_txt007_sad,15,I'm as bad as I can be.,7,0015_000007,0015_001057,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Sad/0015_001057.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.8303768634796143,0.8466025590896606,,same_speaker_same_text,1.0,0.9994412064552308,0.9994384050369264,-0.0835266336798667,sad,00025
spk15_txt007_surprise,15,I'm as bad as I can be.,7,0015_000007,0015_001407,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000007.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Surprise/0015_001407.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.828798234462738,0.739210844039917,,same_speaker_same_text,0.0,0.0001302866294281,-0.5542562007904053,0.8403558135032654,neutral,00025
spk15_txt008_angry,15,That was his chief thought.,8,0015_000008,0015_000358,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Angry/0015_000358.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.8688639402389526,0.7916964292526245,,same_speaker_same_text,0.0,0.0001709680655039,-0.2365282326936721,-0.1696366667747497,sad,00025
spk15_txt008_happy,15,That was his chief thought.,8,0015_000008,0015_000708,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Happy/0015_000708.wav,Happy,epoch_00025,inferred,0.4,style,0.4,,,,,0.8425328135490417,0.8232373595237732,,same_speaker_same_text,0.0,0.0001190392722492,-0.3210556209087372,-0.1371092945337295,sad,00025
spk15_txt008_sad,15,That was his chief thought.,8,0015_000008,0015_001058,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Sad/0015_001058.wav,Sad,epoch_00025,inferred,0.4,style,0.4,,,,,0.8603411912918091,0.7953602075576782,,same_speaker_same_text,1.0,0.9994373917579652,0.9995739459991456,-0.1356151103973388,sad,00025
spk15_txt008_surprise,15,That was his chief thought.,8,0015_000008,0015_001408,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000008.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Surprise/0015_001408.wav,Surprise,epoch_00025,inferred,0.4,style,0.4,,,,,0.7991018295288086,0.7199775576591492,,same_speaker_same_text,0.0,0.0001502933155279,-0.2179546952247619,-0.2085785567760467,sad,00025
spk15_txt009_angry,15,On the twenty second of last march.,9,0015_000009,0015_000359,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Neutral/0015_000009.wav,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0015/Angry/0015_000359.wav,Angry,epoch_00025,inferred,0.4,style,0.4,,,,,0.8265926837921143,0.8210893869400024,,same_speaker_same_text,0.0,0.0001524624531157,-0.2599324285984039,-0.070505790412426,sad,00025
